"peak","accessibility_score"
"chr19-10379950-10381430",369
"chr19-41882014-41885332",369
"chr2-28893996-28895778",369
"chr2-74178024-74179643",369
"chr20-3819661-3821275",369
"chr20-8018247-8020776",369
"chr20-20710749-20713544",369
"chr20-38747591-38749135",369
"chr20-62952038-62955209",369
"chr3-47475121-47476531",369
"chr3-128051482-128053156",369
"chr3-190513209-190515261",369
"chr4-54063126-54065191",369
"chr5-66143594-66145314",369
"chr5-181203084-181208164",369
"chr7-99378907-99381790",369
"chr9-96449383-96451671",369
"chrX-49041844-49044202",369
"chr1-12018819-12020659",368
"chr1-54763859-54765251",368
"chr1-161225269-161228146",368
"chr10-12068290-12069783",368
"chr11-11841082-11843760",368
"chr11-83192925-83195516",368
"chr12-43758194-43759804",368
"chr12-56220497-56222797",368
"chr12-122499967-122502501",368
"chr15-90264640-90266834",368
"chr17-3963123-3965745",368
"chr17-7560324-7562668",368
"chr17-28710509-28712931",368
"chr2-27070978-27072903",368
"chr2-71067526-71069297",368
"chr3-20039027-20041947",368
"chr3-56799174-56802592",368
"chr5-140174453-140176345",368
"chr6-107956843-107958793",368
"chr7-106659770-106661685",368
"chr8-41528507-41530086",368
"chr8-95133036-95134971",368
"chr9-105244018-105245925",368
"chr9-128880868-128883573",368
"chr1-958673-961851",367
"chr1-35556734-35560019",367
"chr1-46246738-46248603",367
"chr1-89820434-89822471",367
"chr1-226121077-226123553",367
"chr11-83070713-83072986",367
"chr12-93376496-93379820",367
"chr13-21458325-21459960",367
"chr16-29973071-29975096",367
"chr17-40560033-40566173",367
"chr19-40569832-40571404",367
"chr19-48397848-48400811",367
"chr3-13418145-13421768",367
"chr3-48465179-48467584",367
"chr3-56682171-56683794",367
"chr3-179562416-179563927",367
"chr7-45110424-45112405",367
"chr7-151349509-151350709",367
"chr9-36190200-36191780",367
"chr1-11272415-11274153",366
"chr1-27321682-27322876",366
"chr1-43974158-43976124",366
"chr1-150610834-150614236",366
"chr1-231420129-231422946",366
"chr10-18658253-18660311",366
"chr11-449709-451882",366
"chr11-117143385-117145757",366
"chr12-70242535-70244638",366
"chr12-110501232-110502757",366
"chr13-99605717-99607255",366
"chr14-74018007-74019867",366
"chr15-41826512-41828925",366
"chr15-67520166-67522464",366
"chr15-90929423-90933021",366
"chr16-4733682-4735527",366
"chr16-30417216-30418933",366
"chr19-11923516-11926010",366
"chr19-47599802-47601176",366
"chr19-49866523-49868347",366
"chr2-197514844-197516823",366
"chr3-114055998-114057384",366
"chr4-186190441-186192558",366
"chr8-95268243-95270415",366
"chr1-2554643-2557734",365
"chr1-28668253-28670306",365
"chr10-119541275-119543855",365
"chr12-51216889-51219029",365
"chr12-53675477-53677448",365
"chr16-3157220-3160198",365
"chr17-2302920-2304396",365
"chr19-10095598-10096974",365
"chr19-45641104-45643925",365
"chr3-48472115-48473823",365
"chr4-39636785-39640044",365
"chr4-109559468-109561620",365
"chr5-90408944-90410532",365
"chr5-141617692-141619695",365
"chr6-33271091-33272736",365
"chr6-45419442-45424784",365
"chr6-85592787-85594877",365
"chr6-135497174-135498873",365
"chr6-158167316-158169088",365
"chr7-143287590-143289406",365
"chr7-151242976-151249802",365
"chr8-94893568-94897004",365
"chr9-34636835-34638646",365
"chr9-122904382-122905947",365
"chr1-8816643-8818577",364
"chr1-26541341-26543678",364
"chr1-156740461-156741835",364
"chr1-161131624-161133658",364
"chr10-70232054-70234133",364
"chr11-924318-926713",364
"chr11-46616603-46618241",364
"chr11-65381501-65383356",364
"chr11-119106476-119108982",364
"chr12-107760355-107762074",364
"chr14-76955650-76957985",364
"chr14-101963834-101965804",364
"chr15-67062977-67067536",364
"chr16-28862777-28864874",364
"chr16-87868116-87870035",364
"chr17-77453335-77462680",364
"chr18-12990095-12992067",364
"chr19-5826367-5829609",364
"chr2-33598419-33600029",364
"chr2-131092693-131094213",364
"chr22-50467590-50471805",364
"chr4-89110674-89112384",364
"chr4-102343900-102346276",364
"chr5-141968401-141970679",364
"chr5-172173007-172176154",364
"chr7-4681544-4684691",364
"chr7-87151746-87153600",364
"chr9-20683317-20685126",364
"chr1-229557424-229559579",363
"chr10-71725920-71729712",363
"chr12-98514852-98516876",363
"chr16-29994861-29996994",363
"chr18-74290934-74292680",363
"chr2-74833473-74836818",363
"chr2-86622440-86624386",363
"chr21-42232459-42235488",363
"chr4-122732011-122733576",363
"chr4-151014446-151016652",363
"chr5-58459077-58461178",363
"chr7-44044176-44047231",363
"chr7-44123032-44124360",363
"chr7-100874172-100875877",363
"chr7-151225944-151228002",363
"chr7-155002125-155004657",363
"chr8-58552663-58554460",363
"chr9-37903299-37905064",363
"chr1-17053215-17054857",362
"chr1-89994529-89995939",362
"chr1-111619105-111621472",362
"chr11-67463780-67465694",362
"chr14-101822912-101825769",362
"chr16-2473130-2476011",362
"chr17-4832752-4834650",362
"chr17-76514887-76516276",362
"chr17-80035183-80037432",362
"chr19-32580481-32582070",362
"chr19-36488714-36490519",362
"chr2-74957922-74959564",362
"chr2-136131268-136134775",362
"chr4-2755251-2757589",362
"chr4-6672955-6675205",362
"chr5-150758157-150759571",362
"chr6-44253357-44258756",362
"chr6-130018132-130021489",362
"chr6-170305854-170307864",362
"chr7-101216416-101218743",362
"chr8-38175764-38178046",362
"chr8-96261089-96263658",362
"chr9-4984198-4986205",362
"chr9-111630581-111632332",362
"chr9-112717378-112718824",362
"chr1-3856473-3858368",361
"chr1-26921104-26922480",361
"chr1-27487987-27490919",361
"chr1-200669177-200670744",361
"chr1-226674643-226677887",361
"chr10-73784993-73786634",361
"chr12-42237217-42239055",361
"chr16-23835295-23838026",361
"chr17-8964543-8967446",361
"chr19-29664743-29669382",361
"chr19-41396899-41398372",361
"chr19-54200156-54201719",361
"chr2-96637236-96638919",361
"chr2-136135399-136137396",361
"chr22-38179844-38182442",361
"chr3-184248416-184250703",361
"chr5-138032000-138033886",361
"chr5-139341114-139342945",361
"chr5-151213521-151215922",361
"chr6-42983833-42985505",361
"chr7-140477102-140480040",361
"chr8-130014705-130017340",361
"chr9-110255165-110257822",361
"chr9-113219157-113222418",361
"chr9-113578509-113582440",361
"chrX-154397246-154400145",361
"chr1-32963504-32965383",360
"chr1-212558098-212559545",360
"chr1-222617207-222619237",360
"chr10-5975786-5978447",360
"chr11-63937958-63939897",360
"chr11-102346492-102348431",360
"chr12-56315224-56316863",360
"chr13-36345034-36347129",360
"chr14-50230386-50232423",360
"chr14-72925681-72927411",360
"chr14-103561648-103563528",360
"chr15-44426355-44428526",360
"chr15-68053748-68055849",360
"chr17-64984732-64986902",360
"chr19-6392440-6394304",360
"chr19-45091248-45093769",360
"chr4-2842889-2845521",360
"chr4-70838736-70840634",360
"chr5-10249049-10251264",360
"chr5-40797207-40799015",360
"chr1-156122742-156127831",359
"chr1-206921420-206925880",359
"chr1-241639363-241641516",359
"chr11-63670403-63672201",359
"chr11-117814426-117818596",359
"chr14-55579468-55581641",359
"chr14-77039643-77041419",359
"chr16-682957-685244",359
"chr16-27549283-27550777",359
"chr16-66603373-66606787",359
"chr17-17693005-17695806",359
"chr17-28902074-28903680",359
"chr17-29929110-29931875",359
"chr17-75260758-75262477",359
"chr19-12733298-12735284",359
"chr19-13116149-13119376",359
"chr19-49084735-49086212",359
"chr19-52526774-52528454",359
"chr2-112480563-112483299",359
"chr2-113172794-113176570",359
"chr20-58308255-58310648",359
"chr3-130892838-130894987",359
"chr4-99562975-99564364",359
"chr5-139293007-139294998",359
"chr6-7106463-7110381",359
"chr6-43013014-43014692",359
"chr6-113969828-113971890",359
"chr8-22577971-22580963",359
"chr8-70607256-70608920",359
"chr9-136244332-136246453",359
"chr1-27913919-27915393",358
"chr1-109984004-109985819",358
"chr1-153957441-153959229",358
"chr10-97399709-97401847",358
"chr10-97425380-97428900",358
"chr10-128062278-128065478",358
"chr11-45803784-45805933",358
"chr11-62621331-62622970",358
"chr13-49995545-49997776",358
"chr16-3003447-3005113",358
"chr16-56607061-56610947",358
"chr16-89246774-89248567",358
"chr17-28318021-28319743",358
"chr17-29760148-29762039",358
"chr17-31548965-31550791",358
"chr17-39925883-39928447",358
"chr18-3260766-3263031",358
"chr19-1382982-1384624",358
"chr19-8444196-8446213",358
"chr19-49127548-49128892",358
"chr2-84924035-84927422",358
"chr2-117814217-117815531",358
"chr2-157439098-157445068",358
"chr2-201780224-201782178",358
"chr2-230711298-230714510",358
"chr20-407155-409373",358
"chr20-46405667-46407521",358
"chr20-49914245-49916738",358
"chr22-26588181-26590899",358
"chr22-31753053-31754764",358
"chr3-15097812-15100009",358
"chr4-25233470-25235506",358
"chr5-1522353-1525880",358
"chr6-13614367-13616198",358
"chr6-135180147-135184285",358
"chr7-140696172-140697762",358
"chr8-22703302-22706083",358
"chr8-143616613-143618539",358
"chr9-136973101-136981832",358
"chrX-47232552-47234129",358
"chr1-26863822-26866290",357
"chr1-236794721-236796456",357
"chr11-8681933-8683507",357
"chr11-112225752-112227385",357
"chr12-30754061-30755583",357
"chr14-67240368-67242209",357
"chr15-68228617-68230559",357
"chr16-27203172-27204691",357
"chr17-16380279-16381878",357
"chr17-38824553-38825880",357
"chr19-50356968-50359630",357
"chr19-58439444-58441182",357
"chr2-38601644-38604173",357
"chr2-69436575-69438185",357
"chr20-4013895-4016253",357
"chr3-43285933-43287787",357
"chr3-58491077-58492998",357
"chr4-6986364-6987966",357
"chr4-83034248-83035827",357
"chr6-122399053-122400451",357
"chr7-35693982-35696230",357
"chr7-149125419-149127998",357
"chr8-22138589-22142558",357
"chr8-38230764-38232566",357
"chr9-136806828-136808923",357
"chr1-10209702-10211721",356
"chr1-31064780-31066315",356
"chr1-32290539-32293068",356
"chr1-151992262-151994770",356
"chr10-14603265-14605730",356
"chr10-92847508-92849462",356
"chr11-128520439-128523483",356
"chr12-132143345-132145588",356
"chr12-132686609-132688261",356
"chr13-114139989-114144424",356
"chr16-424568-427208",356
"chr17-4996804-4999554",356
"chr17-36534055-36535986",356
"chr17-38852736-38854590",356
"chr17-41965633-41967917",356
"chr19-14374602-14376747",356
"chr19-40609362-40612188",356
"chr19-40801886-40807478",356
"chr19-44844421-44848566",356
"chr19-50803771-50805516",356
"chr2-70292887-70294451",356
"chr20-49812055-49813530",356
"chr3-3126195-3128015",356
"chr3-20185287-20186939",356
"chr3-50291536-50293601",356
"chr3-119463022-119464355",356
"chr3-160398765-160401210",356
"chr3-197735894-197737731",356
"chr4-39458064-39460122",356
"chr4-185425028-185426670",356
"chr6-33570384-33572324",356
"chr6-96521211-96522850",356
"chr7-1938586-1942400",356
"chr9-35110574-35112687",356
"chr9-83920523-83922151",356
"chrX-53080915-53083375",356
"chr1-28552243-28553946",355
"chr10-72085708-72090053",355
"chr10-73997310-73999743",355
"chr12-112418197-112419863",355
"chr12-122752198-122753601",355
"chr14-54396328-54397765",355
"chr15-65184149-65186100",355
"chr17-751214-753074",355
"chr17-44774534-44776821",355
"chr19-2426619-2428885",355
"chr19-12945042-12946795",355
"chr22-20297996-20300236",355
"chr3-52704593-52706727",355
"chr6-41920480-41922370",355
"chr7-6008511-6009917",355
"chr8-23456084-23458393",355
"chr9-97411489-97413329",355
"chr9-124769613-124772437",355
"chrX-48936664-48940345",355
"chr1-28913792-28915830",354
"chr1-154607250-154610022",354
"chr10-69406371-69410381",354
"chr11-28107286-28108785",354
"chr11-119120747-119122334",354
"chr12-133036800-133038159",354
"chr15-40806627-40808095",354
"chr16-71881043-71885478",354
"chr19-14071836-14075548",354
"chr19-45404129-45407193",354
"chr19-48644383-48647249",354
"chr19-55674163-55675864",354
"chr19-58518301-58520606",354
"chr22-24010750-24012070",354
"chr3-46978960-46981156",354
"chr6-34223425-34224778",354
"chr7-44985211-44987221",354
"chr7-76392566-76394644",354
"chr9-19048708-19050524",354
"chr9-127567162-127570460",354
"chrX-15737275-15739223",354
"chr1-155858694-155860931",353
"chr10-68720509-68722016",353
"chr10-103367440-103369219",353
"chr11-776482-779004",353
"chr12-48681389-48682901",353
"chr12-56645076-56646694",353
"chr14-100141053-100151081",353
"chr16-30761071-30762919",353
"chr19-1847549-1849374",353
"chr19-18006690-18009553",353
"chr19-39435241-39436614",353
"chr19-55623825-55625273",353
"chr2-25041205-25043480",353
"chr2-27489054-27490368",353
"chr2-46915062-46916734",353
"chr2-86194631-86196153",353
"chr20-33442597-33445255",353
"chr20-49218763-49220584",353
"chr22-44701402-44703217",353
"chr22-46069044-46072805",353
"chr5-119267821-119269729",353
"chr6-24666150-24667784",353
"chr6-35687594-35689657",353
"chr6-157822429-157824578",353
"chr9-101397991-101399776",353
"chr9-114587038-114588772",353
"chr9-128249568-128251766",353
"chr1-42334189-42336083",352
"chr1-145858196-145860339",352
"chr11-74397374-74399294",352
"chr12-110467852-110469763",352
"chr14-24194730-24196788",352
"chr14-73949616-73951027",352
"chr15-42919690-42921898",352
"chr16-30747563-30749206",352
"chr16-58128438-58130097",352
"chr16-75564930-75567260",352
"chr17-28598422-28600229",352
"chr17-62965256-62967087",352
"chr19-58498580-58500560",352
"chr2-174247815-174249162",352
"chr22-50543897-50549531",352
"chr3-98522052-98523479",352
"chr5-149959271-149961429",352
"chr7-102284335-102289625",352
"chr8-10838808-10840474",352
"chr9-93132371-93135340",352
"chr9-114370936-114374610",352
"chr9-133374640-133376890",352
"KI270713.1-20913-22460",352
"chr1-7703817-7705992",351
"chr1-16913020-16914930",351
"chr1-44631283-44633056",351
"chr1-61076539-61078656",351
"chr1-92482197-92487399",351
"chr1-154271882-154273331",351
"chr1-159780397-159781773",351
"chr1-198677905-198682709",351
"chr10-59904979-59907313",351
"chr11-2298601-2303496",351
"chr11-76205914-76211316",351
"chr11-117327446-117328802",351
"chr12-15881636-15883148",351
"chr12-51950944-51953069",351
"chr12-57844331-57847627",351
"chr12-94458811-94460730",351
"chr12-110741310-110743642",351
"chr12-120495424-120497399",351
"chr14-75002159-75003656",351
"chr15-50685875-50687480",351
"chr17-64496068-64499222",351
"chr17-73191401-73193824",351
"chr17-75904025-75905720",351
"chr17-77880838-77883449",351
"chr17-82272308-82274321",351
"chr19-7636453-7638077",351
"chr19-41905290-41914389",351
"chr19-58304742-58306302",351
"chr2-25339517-25343029",351
"chr2-233353237-233356139",351
"chr20-49934767-49937899",351
"chr22-30356107-30357743",351
"chr22-45239381-45241978",351
"chr3-12483614-12485125",351
"chr5-32585250-32586598",351
"chr5-179549871-179551632",351
"chr6-33620017-33623289",351
"chr7-100477082-100479800",351
"chr8-86341987-86344663",351
"chr9-93575236-93578616",351
"chrX-20265041-20268513",351
"chrX-129931055-129933284",351
"chr1-40373151-40375101",350
"chr11-67467786-67469859",350
"chr12-642154-644362",350
"chr12-6970003-6971517",350
"chr12-32678767-32680134",350
"chr12-55727176-55730784",350
"chr14-49585304-49587300",350
"chr14-99268117-99275194",350
"chr16-29961306-29963358",350
"chr16-89559137-89561770",350
"chr17-1684031-1685487",350
"chr19-35931123-35932215",350
"chr20-25194881-25197678",350
"chr22-50341992-50343795",350
"chr3-33716807-33718933",350
"chr4-87219054-87221265",350
"chr4-169009272-169011052",350
"chr5-122773687-122776220",350
"chr6-31826434-31828177",350
"chr6-125956387-125958306",350
"chr7-66681310-66683069",350
"chr9-34178309-34180448",350
"chr9-112749906-112752037",350
"chrX-20140997-20142613",350
"chr1-19209267-19211295",349
"chr1-100894570-100897119",349
"chr1-155308000-155310088",349
"chr10-67763396-67765501",349
"chr11-62024956-62026384",349
"chr11-65353933-65356090",349
"chr11-65545726-65548111",349
"chr11-65899001-65901096",349
"chr11-102316560-102319663",349
"chr12-52068835-52070865",349
"chr14-100212941-100215096",349
"chr14-105247771-105249573",349
"chr16-67665943-67669141",349
"chr16-71722711-71724498",349
"chr17-41665380-41668343",349
"chr19-5977330-5979234",349
"chr19-8412717-8414011",349
"chr2-70123049-70125846",349
"chr2-168246298-168248188",349
"chr20-45856718-45858228",349
"chr22-20079445-20081251",349
"chr22-26428137-26430226",349
"chr22-26483077-26484710",349
"chr22-41780063-41783057",349
"chr22-50620086-50622874",349
"chr3-10247892-10249803",349
"chr4-2796721-2801758",349
"chr5-123511560-123513512",349
"chr6-36441228-36444257",349
"chr7-23012963-23014615",349
"chr7-74082863-74085303",349
"chr8-143425676-143431737",349
"chr1-22451322-22452974",348
"chr11-62854902-62856894",348
"chr12-103840403-103842321",348
"chr12-120316941-120318195",348
"chr13-50080291-50083233",348
"chr13-113489779-113491794",348
"chr17-64661010-64662997",348
"chr19-1566160-1569170",348
"chr19-3034711-3036996",348
"chr19-13794409-13797175",348
"chr19-37370373-37371661",348
"chr19-49442402-49444166",348
"chr2-74420018-74422685",348
"chr20-297000-299222",348
"chr20-37177966-37180089",348
"chr20-62405339-62408518",348
"chr20-63953984-63958370",348
"chr22-21936204-21940072",348
"chr22-24270291-24271809",348
"chr3-50225980-50228415",348
"chr4-169611891-169613713",348
"chr5-150448501-150450384",348
"chr8-143839636-143842265",348
"chr9-120842321-120843862",348
"chr9-127801873-127804274",348
"chr12-94147691-94151006",347
"chr14-22870850-22872975",347
"chr14-32075863-32078464",347
"chr14-69397381-69399210",347
"chr14-104793999-104798322",347
"chr15-40564348-40565748",347
"chr15-76931090-76932536",347
"chr15-90716604-90717954",347
"chr16-2007883-2010684",347
"chr17-43777988-43780228",347
"chr18-76490611-76493574",347
"chr20-21302693-21304527",347
"chr20-48826063-48828930",347
"chr3-14651037-14652505",347
"chr3-16883039-16886789",347
"chr3-39406150-39407387",347
"chr3-100708822-100711020",347
"chr4-40196314-40201614",347
"chr6-31540991-31542914",347
"chr6-42563443-42566120",347
"chr6-145813880-145815893",347
"chr7-1137105-1138993",347
"chr7-17298055-17300096",347
"chr8-30092577-30096976",347
"chr9-99221210-99222855",347
"chr9-113274389-113276300",347
"chr1-202348221-202349872",346
"chr1-234477877-234479566",346
"chr10-5684043-5686066",346
"chr11-64204433-64208722",346
"chr11-95088880-95090685",346
"chr12-2890089-2891604",346
"chr12-111597251-111600271",346
"chr14-67618507-67620654",346
"chr16-23148417-23150031",346
"chr16-67528018-67532122",346
"chr17-30823916-30826363",346
"chr18-74596811-74598992",346
"chr18-77130145-77134510",346
"chr19-40347843-40349493",346
"chr20-43513509-43515328",346
"chr22-21628809-21630580",346
"chr3-46976037-46977359",346
"chr3-131380902-131382493",346
"chr3-150602755-150604323",346
"chr4-165112028-165113572",346
"chr5-32172458-32175346",346
"chr5-41924532-41926078",346
"chr5-132410122-132412157",346
"chr5-148825660-148827585",346
"chr5-157142163-157143875",346
"chr6-26031567-26034409",346
"chr6-156686257-156688361",346
"chr7-56050430-56052441",346
"chr8-30657036-30658844",346
"chr8-61713869-61715198",346
"chr8-144785529-144789528",346
"chr9-129641359-129642851",346
"chrX-129979572-129984802",346
"chr1-37595315-37596559",345
"chr1-45749914-45751286",345
"chr1-183634986-183636660",345
"chr1-203005816-203008145",345
"chr10-91409265-91411109",345
"chr11-7512370-7514730",345
"chr12-6866173-6870004",345
"chr12-56723909-56725986",345
"chr12-123435012-123437329",345
"chr14-58243840-58245491",345
"chr14-64539428-64542533",345
"chr14-101809341-101812528",345
"chr16-3134087-3135796",345
"chr18-46173097-46175158",345
"chr18-79987876-79989428",345
"chr19-18557199-18558988",345
"chr19-29941691-29943134",345
"chr2-19347258-19348913",345
"chr22-24432068-24435468",345
"chr22-37228258-37232670",345
"chr7-76317437-76319231",345
"chr8-129938911-129940726",345
"chr8-143368043-143371026",345
"chr8-144325488-144327755",345
"chr9-19379322-19380795",345
"chr9-93566261-93567695",345
"chrX-48896887-48898814",345
"chr1-1511109-1512763",344
"chr1-3771614-3776479",344
"chr1-27872050-27875763",344
"chr1-28642239-28644336",344
"chr10-110566958-110568668",344
"chr13-99431899-99435147",344
"chr14-73457335-73459262",344
"chr15-80152029-80153735",344
"chr16-3457297-3459816",344
"chr16-48608363-48610712",344
"chr16-56423610-56426086",344
"chr17-3913558-3917750",344
"chr18-51029442-51031256",344
"chr19-14080740-14082370",344
"chr19-37316936-37318416",344
"chr19-53537096-53539051",344
"chr19-58554106-58556669",344
"chr2-86562483-86564050",344
"chr2-112583584-112585360",344
"chr21-17818187-17820409",344
"chr21-43360668-43363918",344
"chr3-48655259-48657374",344
"chr3-179322310-179324678",344
"chr4-83283935-83285606",344
"chr4-106315370-106317194",344
"chr4-177440960-177443213",344
"chr4-189940081-189941505",344
"chr5-139708442-139712256",344
"chr6-7389150-7390725",344
"chr6-31794308-31796539",344
"chr7-99471323-99473694",344
"chr8-132774752-132776253",344
"chr9-15422108-15423741",344
"chr9-35645914-35647948",344
"chrX-48538949-48540605",344
"chr1-32350682-32352495",343
"chr1-38990418-38992752",343
"chr12-48851006-48853725",343
"chr12-48977389-48982167",343
"chr12-53440915-53442824",343
"chr12-101829928-101831411",343
"chr15-30990421-30992425",343
"chr15-63832908-63834799",343
"chr17-41917864-41919801",343
"chr19-38647023-38648781",343
"chr2-64988141-64990444",343
"chr2-74481858-74483762",343
"chr20-461503-463211",343
"chr20-833034-834714",343
"chr22-41799003-41801569",343
"chr3-71062915-71067244",343
"chr3-121834260-121836483",343
"chr3-128616613-128618634",343
"chr4-2785488-2788995",343
"chr5-217531-220445",343
"chr6-29722866-29726299",343
"chr6-106509366-106514593",343
"chr7-112938963-112940740",343
"chr8-33512368-33515227",343
"chr9-34521713-34523956",343
"chr9-125142573-125144065",343
"chr9-129035855-129037562",343
"chrX-9462710-9466659",343
"chr1-22039300-22040781",342
"chr1-47333290-47335000",342
"chr11-61814531-61817495",342
"chr12-2794087-2796504",342
"chr12-6723504-6724926",342
"chr12-122894369-122896714",342
"chr13-25286271-25287898",342
"chr13-49935598-49937335",342
"chr14-94173475-94175616",342
"chr16-30334414-30336228",342
"chr16-69385218-69386466",342
"chr17-2336016-2338465",342
"chr17-2814036-2816096",342
"chr17-3667357-3669423",342
"chr18-35496974-35498349",342
"chr19-4909206-4912484",342
"chr19-18321860-18324004",342
"chr20-48920122-48922523",342
"chr20-63947093-63952836",342
"chr22-19176821-19180159",342
"chr3-40452540-40453793",342
"chr4-1289090-1291008",342
"chr5-141923146-141924623",342
"chr6-150004155-150007483",342
"chr7-12210414-12212041",342
"chr7-23530274-23532691",342
"chr8-142471697-142476561",342
"chrX-101407092-101408887",342
"chrX-154478307-154479802",342
"chr1-778190-779393",341
"chr10-100912277-100913829",341
"chr12-57753868-57757198",341
"chr14-76151329-76152808",341
"chr15-39781680-39783676",341
"chr16-1677695-1679075",341
"chr16-85798777-85800713",341
"chr17-16214656-16217802",341
"chr17-32443844-32445471",341
"chr19-17538832-17540698",341
"chr2-42100714-42103264",341
"chr2-46615909-46617668",341
"chr2-98463456-98467373",341
"chr2-189440618-189442078",341
"chr20-2469915-2471399",341
"chr4-52711773-52713351",341
"chr5-103119391-103121099",341
"chr5-132865921-132867396",341
"chr5-179791837-179797028",341
"chr6-18262780-18265343",341
"chr6-37695718-37699464",341
"chr7-152025097-152026356",341
"chr9-127903373-127907359",341
"chr1-155061112-155064554",340
"chr10-123153764-123155315",340
"chr11-2443578-2448141",340
"chr12-47705287-47707150",340
"chr12-100199148-100201380",340
"chr12-124938959-124941239",340
"chr15-40367337-40369882",340
"chr15-48810261-48811962",340
"chr16-647179-650808",340
"chr16-29661751-29667353",340
"chr19-13162260-13165279",340
"chr19-32971399-32972686",340
"chr19-39397194-39399038",340
"chr2-19900071-19902611",340
"chr20-20051830-20053080",340
"chr20-36773172-36774696",340
"chr21-42878597-42880410",340
"chr22-30325644-30327617",340
"chr22-41543708-41545208",340
"chr3-50349979-50351687",340
"chr6-31701961-31703932",340
"chr6-106324973-106326447",340
"chr7-55964038-55965429",340
"chrX-2690374-2694271",340
"chr1-16350900-16353536",339
"chr1-151611173-151613205",339
"chr10-124418042-124419656",339
"chr11-45146272-45148062",339
"chr11-61579493-61582091",339
"chr11-67274810-67278667",339
"chr11-119029283-119031466",339
"chr12-388323-390092",339
"chr13-52449618-52451187",339
"chr14-23006543-23007615",339
"chr16-14629259-14630840",339
"chr19-52962084-52963666",339
"chr19-53553235-53555246",339
"chr2-159285894-159287487",339
"chr20-34302445-34303848",339
"chr3-122382805-122384790",339
"chr3-128123206-128124582",339
"chr4-77861546-77863758",339
"chr4-143184147-143185952",339
"chr5-33440129-33441911",339
"chr5-140638724-140640218",339
"chr6-43769224-43772304",339
"chr7-100176096-100178227",339
"chr7-100603128-100606110",339
"chr8-43055486-43057779",339
"chr8-52713042-52715184",339
"chr8-66774425-66775940",339
"chr9-5437208-5439199",339
"chr1-20660659-20662249",338
"chr1-89523886-89525872",338
"chr1-113072480-113073879",338
"chr10-92572909-92575180",338
"chr11-4093994-4096216",338
"chr11-66478908-66480997",338
"chr12-88141560-88142984",338
"chr12-101876776-101878730",338
"chr12-121209496-121211300",338
"chr13-50909310-50912473",338
"chr13-52011044-52012685",338
"chr13-76884285-76887159",338
"chr14-35808354-35809691",338
"chr17-65558685-65562286",338
"chr17-75895331-75897621",338
"chr18-9613502-9615447",338
"chr19-18831408-18833375",338
"chr19-36849012-36851670",338
"chr2-105744194-105748640",338
"chr20-50152621-50154650",338
"chr22-19446576-19448553",338
"chr3-184333992-184337400",338
"chr5-131164274-131165782",338
"chr6-169750974-169752607",338
"chr7-155205099-155207059",338
"chr9-74951641-74953571",338
"chr9-133140822-133145250",338
"chr1-202888323-202889666",337
"chr10-6088550-6090180",337
"chr10-35194839-35196564",337
"chr11-65779509-65782574",337
"chr12-55828939-55831798",337
"chr12-121839043-121840524",337
"chr12-123267833-123272334",337
"chr12-132444656-132448415",337
"chr13-28718111-28719666",337
"chr14-57389685-57391658",337
"chr16-28493679-28496845",337
"chr17-36947997-36949740",337
"chr17-82417871-82419886",337
"chr18-21703242-21705335",337
"chr18-26089457-26091547",337
"chr19-17242530-17247214",337
"chr19-17554972-17556730",337
"chr19-36013310-36015025",337
"chr2-25273065-25277757",337
"chr2-65430345-65433208",337
"chr2-219159830-219161230",337
"chr2-238238487-238241731",337
"chr21-33947480-33950533",337
"chr21-43788792-43790199",337
"chr22-45163090-45165171",337
"chr3-149812306-149814171",337
"chr3-169764117-169765671",337
"chr5-79513148-79515083",337
"chr6-159968475-159970336",337
"chr8-42540726-42542525",337
"chr8-142402023-142404589",337
"chr8-143540722-143542212",337
"chr9-78029755-78033501",337
"chrX-119467908-119469722",337
"chrX-153793312-153795443",337
"chr1-32179208-32180891",336
"chr1-40383483-40386758",336
"chr1-147171664-147173542",336
"chr11-57323518-57326017",336
"chr12-103965265-103966605",336
"chr13-98575908-98578111",336
"chr17-40121239-40124830",336
"chr17-49707249-49709179",336
"chr17-75842842-75845690",336
"chr19-15431906-15433870",336
"chr2-120222650-120224098",336
"chr2-157874981-157877233",336
"chr2-158456174-158458551",336
"chr2-201257192-201259063",336
"chr20-57617943-57621424",336
"chr22-20020199-20022375",336
"chr3-66499430-66501731",336
"chr3-67653489-67656510",336
"chr3-108221713-108223219",336
"chr4-75513775-75515610",336
"chr5-72307739-72308884",336
"chr6-138772923-138774308",336
"chr6-149480725-149485827",336
"chr8-102810192-102811324",336
"chr8-123041385-123042886",336
"chr9-136865275-136867033",336
"chrX-136496422-136498073",336
"chr1-1066652-1070939",335
"chr1-27152813-27155923",335
"chr1-145995613-145998643",335
"chr10-22320082-22322425",335
"chr11-6682549-6683908",335
"chr12-28189898-28192102",335
"chr12-49069166-49070582",335
"chr15-29268759-29270911",335
"chr16-89114256-89116577",335
"chr17-7393520-7395339",335
"chr17-57255381-57258609",335
"chr17-58351642-58353906",335
"chr17-64262037-64264081",335
"chr17-73310534-73312759",335
"chr19-3274966-3276940",335
"chr19-11987160-11989278",335
"chr19-51338681-51341031",335
"chr2-70247934-70249321",335
"chr2-108718659-108720206",335
"chr2-232549971-232551564",335
"chr21-28992249-28993487",335
"chr22-36330637-36335968",335
